SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.9999998211860657,36,0,0.6180410385131836,"(6250.0, 6864.0]",4,0,2,0,4.0
1,0.956996500492096,31,0,0.5144728422164917,"(8167.5, 9020.0]",6,0,2,3,0.0
0,0.0,52,1,0.604316234588623,"(-0.001, 1288.0]",8,0,1,0,0.0
0,0.14923955500125885,35,1,0.28426170349121094,"(3454.5, 3833.0]",8,0,1,0,1.0
0,0.39108768105506897,49,0,9.127833366394043,nan,7,0,1,0,0.0
0,0.6506865620613098,40,2,0.433257520198822,"(8167.5, 9020.0]",7,4,1,1,6.0
0,0.054728247225284576,40,3,0.43816882371902466,"(1288.0, 2083.0]",13,0,0,0,2.0
0,0.2658129632472992,51,0,0.2520351707935333,"(9020.0, 10016.0]",9,0,1,0,1.0
0,0.16576598584651947,63,0,0.3354109227657318,"(4126.0, 4500.0]",10,0,3,0,0.0
0,0.3185604214668274,54,0,0.35107386112213135,"(5827.5, 6250.0]",9,0,1,0,0.0
0,0.0,68,0,1.1269088983535767,nan,9,0,1,0,1.0
0,0.01439641322940588,69,0,0.3183874785900116,"(11600.0, 14250.0]",10,0,2,0,1.0
0,0.9999999403953552,49,0,0.5330933332443237,"(5333.0, 5827.5]",5,0,0,0,0.0
0,0.0,83,0,0.31511932611465454,"(10016.0, 11600.0]",7,0,1,0,0.0
0,0.30514177680015564,38,0,0.2447851449251175,"(4126.0, 4500.0]",7,0,3,0,2.0
1,0.43190738558769226,49,0,0.3929949998855591,"(6250.0, 6864.0]",11,0,2,1,0.0
0,0.078427754342556,43,1,0.31538188457489014,"(5333.0, 5827.5]",11,0,0,1,1.0
0,0.8832176923751831,63,0,75.11344909667969,nan,4,0,1,0,0.0
0,0.2895808219909668,49,0,0.373096227645874,"(7500.0, 8167.5]",6,0,2,1,0.0
0,0.07183796912431717,47,0,0.23990631103515625,"(1288.0, 2083.0]",2,0,0,0,0.0
0,0.9568206667900085,50,0,0.43266457319259644,"(5333.0, 5827.5]",14,0,1,0,0.0
1,0.5802257061004639,50,2,0.31663778424263,"(8167.5, 9020.0]",6,0,0,1,1.0
0,0.002544956747442484,87,0,0.24654091894626617,"(6864.0, 7500.0]",9,0,1,0,0.0
0,0.22793689370155334,70,0,0.03529035300016403,"(4500.0, 5000.0]",3,0,0,0,0.0
0,0.0034993223380297422,35,0,0.49130573868751526,"(3833.0, 4126.0]",4,0,0,0,0.0
0,0.40532198548316956,41,4,0.28308558464050293,"(3833.0, 4126.0]",10,1,1,1,4.0
0,0.9999998211860657,42,0,0.5738410353660583,"(5333.0, 5827.5]",7,0,1,0,3.0
0,0.0,87,0,0.2901504635810852,nan,5,0,1,0,0.0
0,0.19538040459156036,59,0,0.27144256234169006,"(5000.0, 5333.0]",11,0,1,0,0.0
0,0.5066102743148804,51,0,0.7096331715583801,"(6864.0, 7500.0]",11,0,2,0,0.0
0,0.38015469908714294,52,0,0.39527639746665955,"(4500.0, 5000.0]",1,0,0,0,0.0
0,0.33260202407836914,33,0,94.45809173583984,nan,4,0,1,0,4.0
0,0.5059845447540283,37,0,0.5745648741722107,nan,8,0,1,0,2.0
0,0.28058168292045593,48,0,0.4934847950935364,"(4500.0, 5000.0]",4,0,1,0,4.0
0,0.9999997615814209,56,0,0.3464867174625397,"(5000.0, 5333.0]",4,0,0,0,0.0
0,0.020828641951084137,44,0,0.08948862552642822,"(7500.0, 8167.5]",6,0,1,0,2.0
0,0.0011458726366981864,72,0,0.41109564900398254,"(2550.0, 3000.0]",10,0,0,0,0.0
0,0.055667657405138016,53,0,0.3114277422428131,"(-0.001, 1288.0]",8,0,0,0,2.0
1,0.17536661028862,40,0,0.17361412942409515,"(5333.0, 5827.5]",5,0,0,0,2.0
0,0.8002868294715881,50,2,0.3647835850715637,"(3833.0, 4126.0]",13,0,1,0,0.0
0,0.0,50,0,478.8702697753906,nan,6,0,5,0,4.0
0,0.0020132509525865316,53,0,0.7616276144981384,nan,5,0,1,0,1.0
0,0.29137369990348816,57,0,1059.1060791015625,nan,8,0,1,0,0.0
0,0.2719653248786926,59,0,0.6685810685157776,"(7500.0, 8167.5]",9,0,2,0,0.0
0,0.1662052422761917,49,0,0.9023278951644897,"(2550.0, 3000.0]",9,0,2,0,2.0
0,0.20458868145942688,72,0,0.32429400086402893,nan,2,0,0,0,0.0
0,0.021681051701307297,78,0,0.159381702542305,"(3454.5, 3833.0]",12,0,0,0,0.0
0,0.00688740611076355,34,0,0.5071694850921631,"(3833.0, 4126.0]",8,0,2,0,5.0
0,0.26640668511390686,58,0,0.31679776310920715,"(6250.0, 6864.0]",10,0,1,0,0.0
0,0.33596786856651306,49,0,0.6925187706947327,nan,9,0,0,0,0.0
0,0.3792861998081207,63,0,0.5539590716362,"(1288.0, 2083.0]",6,0,1,0,0.0
1,0.11720743775367737,64,0,0.41257244348526,nan,5,0,1,0,7.0
0,0.4203992187976837,48,0,0.21632881462574005,"(14250.0, 208333.0]",8,0,1,0,0.0
0,0.6843915581703186,45,0,0.5155015587806702,"(3833.0, 4126.0]",14,0,2,0,0.0
0,0.008598828688263893,30,0,0.3588755428791046,"(3000.0, 3454.5]",3,0,1,0,3.0
0,0.41543760895729065,46,1,0.1683628410100937,"(3454.5, 3833.0]",4,0,0,0,6.0
0,0.2805856466293335,74,0,0.2735583484172821,"(5333.0, 5827.5]",8,0,1,0,0.0
0,0.04260624572634697,68,0,0.24376502633094788,"(6864.0, 7500.0]",4,0,1,0,1.0
0,0.0,80,0,63.00065231323242,nan,8,0,2,0,0.0
0,0.3605075180530548,39,0,0.07202353328466415,"(6864.0, 7500.0]",3,0,1,0,0.0
0,0.017856748774647713,42,0,0.2646256387233734,"(6864.0, 7500.0]",9,0,2,0,2.0
0,0.0,60,0,0.5461543202400208,"(2083.0, 2550.0]",7,0,1,0,0.0
0,0.103850819170475,53,0,0.28357210755348206,"(5827.5, 6250.0]",8,0,2,0,0.0
0,0.10760094225406647,74,0,0.1303461194038391,"(2550.0, 3000.0]",9,0,0,0,0.0
0,0.3683287501335144,61,6,937.3809204101562,"(1288.0, 2083.0]",12,0,1,0,0.0
0,0.9999997615814209,47,0,0.34244129061698914,"(10016.0, 11600.0]",13,0,2,0,2.0
0,0.01628759689629078,30,0,0.5834381580352783,nan,6,0,0,0,0.0
0,0.061264801770448685,50,0,2.810037612915039,nan,5,0,0,0,2.0
0,0.0,67,2,0.15561074018478394,"(3000.0, 3454.5]",7,2,0,0,0.0
0,0.05163484811782837,42,0,0.40234091877937317,"(3833.0, 4126.0]",8,0,1,0,2.0
1,0.8116466403007507,50,3,1.0399410724639893,"(4126.0, 4500.0]",10,0,0,0,1.0
0,0.1607397496700287,48,0,0.4363100826740265,"(4500.0, 5000.0]",10,0,2,0,0.0
0,0.10226152837276459,50,0,0.49868133664131165,"(1288.0, 2083.0]",11,0,1,0,0.0
0,0.5071428418159485,48,0,0.1915903091430664,"(9020.0, 10016.0]",4,0,2,0,0.0
0,0.26467281579971313,61,1,0.222834512591362,"(14250.0, 208333.0]",9,1,1,0,4.0
0,0.014925691299140453,68,0,0.7871544361114502,"(2083.0, 2550.0]",12,0,1,0,0.0
0,0.21250474452972412,52,0,0.3740586042404175,"(10016.0, 11600.0]",11,0,1,0,7.0
0,0.8415643572807312,39,0,0.15470965206623077,"(2550.0, 3000.0]",3,0,0,0,0.0
0,0.046816155314445496,68,0,0.32974210381507874,"(10016.0, 11600.0]",13,0,1,0,1.0
0,0.0,60,1,0.5248438119888306,"(2550.0, 3000.0]",8,0,1,0,0.0
0,0.36118096113204956,73,0,0.3306443393230438,"(6250.0, 6864.0]",4,0,2,0,0.0
0,0.0455874428153038,64,0,0.587742030620575,nan,4,0,0,0,0.0
0,0.6254037022590637,54,0,0.5050578117370605,"(1288.0, 2083.0]",4,0,1,0,2.0
0,0.06791020929813385,49,0,0.37155982851982117,"(4500.0, 5000.0]",8,0,1,0,0.0
0,0.3166392743587494,62,0,0.3927866518497467,"(6864.0, 7500.0]",10,0,1,0,0.0
0,0.668140709400177,52,0,0.4359356164932251,"(10016.0, 11600.0]",7,0,2,0,0.0
0,0.07484865188598633,58,0,0.17905820906162262,"(5827.5, 6250.0]",6,1,1,0,1.0
0,0.4461837410926819,45,0,0.32688218355178833,"(3000.0, 3454.5]",4,0,0,0,1.0
0,0.12220638990402222,48,0,0.5198942422866821,"(5333.0, 5827.5]",14,0,2,0,2.0
0,0.09672372043132782,53,0,1061.849853515625,nan,9,0,2,0,0.0
0,0.23225602507591248,36,0,0.23234039545059204,"(5827.5, 6250.0]",5,0,1,0,2.0
0,0.02022063545882702,55,0,0.2824230194091797,"(5827.5, 6250.0]",7,0,1,0,0.0
0,0.3928442597389221,69,1,0.4120544195175171,"(6864.0, 7500.0]",10,0,2,0,0.0
0,0.17188207805156708,52,0,0.2642548382282257,"(6250.0, 6864.0]",6,0,1,0,0.0
0,0.29994121193885803,78,2,0.35879725217819214,"(6250.0, 6864.0]",14,1,2,0,0.0
0,0.12024693936109543,49,0,0.3101359009742737,"(2550.0, 3000.0]",8,0,1,0,2.0
0,0.5169652104377747,48,0,0.42113009095191956,"(5827.5, 6250.0]",22,0,7,0,4.0
0,0.5951538681983948,51,0,0.41028109192848206,"(7500.0, 8167.5]",8,0,2,0,0.0
0,0.6064703464508057,73,0,0.1562943160533905,"(14250.0, 208333.0]",8,0,0,0,0.0
0,0.07797923684120178,50,0,0.14357441663742065,"(6864.0, 7500.0]",12,0,1,0,0.0
0,0.03888868913054466,74,0,0.3614201843738556,"(11600.0, 14250.0]",9,0,5,0,1.0
0,0.04169108718633652,68,0,0.37847286462783813,nan,2,0,0,0,1.0
0,0.6271926164627075,53,0,0.415316641330719,"(9020.0, 10016.0]",11,0,2,0,1.0
0,0.9117724299430847,59,0,3.470116138458252,nan,7,0,2,0,0.0
0,0.013927970081567764,59,0,0.4227871596813202,"(10016.0, 11600.0]",26,0,7,0,4.0
0,0.9999998211860657,50,4,0.6459472179412842,"(11600.0, 14250.0]",7,3,1,2,0.0
1,0.2509974241256714,46,0,0.4462769329547882,"(3000.0, 3454.5]",7,0,2,0,2.0
0,0.0994432345032692,44,0,0.4191891551017761,"(5333.0, 5827.5]",8,0,1,0,1.0
0,0.8107566833496094,57,0,0.42582863569259644,"(5827.5, 6250.0]",9,0,1,0,0.0
0,0.29137465357780457,39,0,0.2989274263381958,"(3000.0, 3454.5]",9,0,0,0,1.0
0,0.5376651287078857,63,4,0.6411433219909668,"(4500.0, 5000.0]",14,1,1,0,1.0
0,0.4393835961818695,36,0,0.29477620124816895,"(7500.0, 8167.5]",16,0,1,0,3.0
0,0.08170285820960999,67,0,0.8878034949302673,"(1288.0, 2083.0]",18,0,2,0,0.0
0,0.21299821138381958,51,0,0.11942537128925323,"(6864.0, 7500.0]",6,0,1,0,1.0
0,0.3383760452270508,45,0,0.41052141785621643,"(5827.5, 6250.0]",9,0,2,0,0.0
0,0.017577234655618668,43,0,0.18594752252101898,"(4500.0, 5000.0]",10,0,0,0,0.0
0,0.3168627619743347,46,0,0.42858222126960754,"(5000.0, 5333.0]",9,0,2,0,2.0
0,0.007076472043991089,69,0,0.5113280415534973,nan,6,0,1,0,1.0
0,0.6375086307525635,67,2,0.45715367794036865,"(6250.0, 6864.0]",14,0,2,0,0.0
0,0.9999998807907104,43,0,0.04617977887392044,"(2550.0, 3000.0]",2,0,0,0,2.0
0,0.04125001281499863,60,0,0.6436272859573364,"(7500.0, 8167.5]",11,0,1,0,0.0
0,0.5768071413040161,67,0,0.30042707920074463,"(3454.5, 3833.0]",8,0,1,0,0.0
0,0.03483784198760986,80,1,0.04862962290644646,"(4500.0, 5000.0]",6,0,0,0,0.0
1,0.2889546751976013,57,0,857.0528564453125,nan,5,0,1,0,0.0
0,0.034196242690086365,49,0,0.6463128924369812,"(5827.5, 6250.0]",10,0,1,0,0.0
0,0.12867213785648346,62,0,0.4817121624946594,"(2550.0, 3000.0]",9,0,1,0,0.0
0,0.23958994448184967,40,0,0.39612916111946106,"(11600.0, 14250.0]",8,0,2,0,0.0
0,0.5594679117202759,47,0,0.451805055141449,"(6250.0, 6864.0]",19,0,6,0,0.0
0,0.7305809259414673,42,1,0.3110274374485016,"(4500.0, 5000.0]",5,1,0,0,0.0
0,0.3751588463783264,55,1,0.2534181773662567,"(8167.5, 9020.0]",15,0,2,0,0.0
0,0.9999998211860657,46,0,0.2695055603981018,"(8167.5, 9020.0]",3,2,0,0,2.0
0,0.5573500394821167,39,0,0.26675495505332947,"(3833.0, 4126.0]",12,0,1,0,0.0
0,0.2709580361843109,36,1,0.2544410228729248,"(5333.0, 5827.5]",8,0,1,1,2.0
0,0.5618561506271362,50,0,0.2892906069755554,"(9020.0, 10016.0]",9,0,6,2,0.0
0,0.9543372988700867,55,2,0.33192387223243713,"(8167.5, 9020.0]",8,0,1,0,3.0
0,0.772743284702301,48,0,0.6986254453659058,"(3454.5, 3833.0]",4,1,1,1,0.0
1,0.3784327805042267,53,0,0.4155201017856598,"(3833.0, 4126.0]",8,0,1,1,1.0
0,0.6435263156890869,59,0,885.4345092773438,nan,7,0,0,0,1.0
1,0.7028828263282776,47,0,0.24338388442993164,"(14250.0, 208333.0]",10,0,1,3,0.0
0,0.0,41,0,0.2588203251361847,"(14250.0, 208333.0]",10,0,2,0,0.0
0,0.24715948104858398,45,2,0.7186451554298401,"(1288.0, 2083.0]",6,1,0,0,0.0
0,0.6031055450439453,47,0,0.28577861189842224,"(5333.0, 5827.5]",6,0,1,0,2.0
0,0.9714716672897339,58,0,0.15224042534828186,"(9020.0, 10016.0]",10,0,0,0,0.0
1,0.276732861995697,57,0,0.17724430561065674,"(4126.0, 4500.0]",10,0,0,0,0.0
0,0.00025690250913612545,58,1,0.44286882877349854,"(2550.0, 3000.0]",6,0,2,0,0.0
0,0.9001315832138062,41,0,0.10002164542675018,"(5827.5, 6250.0]",2,0,0,0,2.0
0,0.19191427528858185,57,0,0.3334823250770569,"(6864.0, 7500.0]",10,0,1,0,1.0
0,0.016666384413838387,64,0,0.04884994775056839,"(3000.0, 3454.5]",4,0,0,0,0.0
0,0.2878032624721527,64,0,0.304563969373703,"(3454.5, 3833.0]",7,0,0,0,1.0
0,0.7193934917449951,47,0,0.7926208972930908,nan,3,0,1,0,4.0
0,0.42356646060943604,44,0,0.7942923307418823,"(-0.001, 1288.0]",7,0,3,0,0.0
0,0.15569335222244263,48,0,2.635585069656372,"(6250.0, 6864.0]",11,0,1,0,0.0
1,0.6133927702903748,53,1,120.68260192871094,"(3454.5, 3833.0]",8,0,1,1,0.0
0,0.20498895645141602,61,0,0.714470624923706,"(3000.0, 3454.5]",8,0,1,0,1.0
0,0.995513916015625,39,0,0.1382715106010437,"(5333.0, 5827.5]",6,2,0,0,2.0
0,0.09351784735918045,29,0,0.29175329208374023,"(3833.0, 4126.0]",4,0,1,0,2.0
0,0.0977955237030983,53,0,0.7007717490196228,"(2550.0, 3000.0]",9,0,1,0,0.0
0,0.3148479461669922,45,1,0.3508213758468628,"(7500.0, 8167.5]",8,0,1,0,2.0
0,0.04131074249744415,66,0,0.4124198853969574,"(5000.0, 5333.0]",7,0,1,0,0.0
0,0.8421211838722229,34,0,0.11980190873146057,"(5000.0, 5333.0]",1,2,0,1,0.0
0,0.03242379426956177,39,0,0.29623281955718994,"(10016.0, 11600.0]",6,0,1,0,2.0
0,0.9999998807907104,57,0,0.18019720911979675,"(10016.0, 11600.0]",6,0,0,1,0.0
0,0.08741160482168198,64,0,0.18963728845119476,"(2083.0, 2550.0]",5,0,0,0,0.0
0,0.9237006306648254,45,0,248.54086303710938,nan,6,0,1,0,0.0
1,0.9999997615814209,42,0,0.35750144720077515,"(4126.0, 4500.0]",7,7,1,1,4.0
0,0.046385444700717926,58,0,0.19897620379924774,"(5333.0, 5827.5]",9,0,1,0,0.0
0,0.1526053547859192,60,0,0.3062381446361542,"(5827.5, 6250.0]",3,0,0,0,0.0
0,0.16782332956790924,49,0,11.774574279785156,"(5333.0, 5827.5]",9,0,1,0,5.0
0,0.15004228055477142,39,2,0.5507646203041077,"(3000.0, 3454.5]",6,0,1,1,1.0
0,0.15560057759284973,47,0,1517.916259765625,nan,10,0,0,0,4.0
0,0.04113232344388962,59,0,1.3150254487991333,nan,6,0,1,0,1.0
0,0.07158467918634415,58,0,1445.0595703125,nan,9,0,2,0,0.0
0,0.09312179684638977,29,0,0.3673989772796631,"(2550.0, 3000.0]",4,0,1,0,5.0
0,0.678452730178833,63,0,0.8705243468284607,"(5333.0, 5827.5]",19,0,3,0,0.0
0,0.10630688071250916,45,0,0.21930474042892456,"(3000.0, 3454.5]",7,0,0,0,0.0
0,0.7035186290740967,49,0,0.39273199439048767,"(4126.0, 4500.0]",8,0,3,0,1.0
0,0.0,43,0,0.5103424191474915,"(-0.001, 1288.0]",7,0,4,0,2.0
0,0.9048052430152893,58,5,0.4611886441707611,"(6250.0, 6864.0]",14,0,1,0,4.0
0,0.3936314880847931,41,0,0.23428590595722198,"(9020.0, 10016.0]",12,0,0,0,0.0
0,0.06738757342100143,46,0,0.4402247369289398,"(6864.0, 7500.0]",11,0,3,0,3.0
0,0.0,56,1,0.41897791624069214,"(4500.0, 5000.0]",4,0,1,0,0.0
0,0.30760520696640015,52,0,0.13584154844284058,"(4500.0, 5000.0]",5,0,0,0,0.0
0,0.9999998211860657,39,0,0.25725606083869934,"(2550.0, 3000.0]",5,0,0,1,0.0
1,0.4659269452095032,44,0,0.44739672541618347,"(1288.0, 2083.0]",4,2,0,1,1.0
0,0.24341462552547455,42,1,0.7247235178947449,"(4500.0, 5000.0]",8,0,1,0,4.0
0,0.04074748978018761,68,0,0.1606222540140152,"(2550.0, 3000.0]",14,0,0,0,0.0
0,0.06013305112719536,29,0,0.06562259048223495,"(1288.0, 2083.0]",1,0,0,0,0.0
0,0.24720409512519836,60,1,0.16601212322711945,"(4500.0, 5000.0]",8,0,0,1,0.0
0,0.18799002468585968,33,0,0.36704954504966736,"(3000.0, 3454.5]",7,0,0,0,0.0
0,0.042740024626255035,46,0,0.45923587679862976,"(6250.0, 6864.0]",5,0,2,0,5.0
0,0.5788426995277405,49,0,0.24305914342403412,"(3000.0, 3454.5]",7,0,0,0,0.0
1,0.6821306347846985,49,0,0.4015803933143616,"(6250.0, 6864.0]",13,0,4,2,0.0
0,0.08447036892175674,64,1,0.33312538266181946,"(5827.5, 6250.0]",9,0,1,0,0.0
0,0.9999998807907104,52,0,0.210037499666214,"(5000.0, 5333.0]",5,0,0,0,0.0
0,0.01682937704026699,64,0,0.16535690426826477,"(6864.0, 7500.0]",6,0,1,0,2.0
0,0.037357576191425323,55,0,0.6637844443321228,nan,5,0,1,0,0.0
0,0.016412194818258286,48,0,0.40552088618278503,"(3454.5, 3833.0]",10,0,2,0,2.0
0,0.8618554472923279,41,4,0.4291814863681793,"(6864.0, 7500.0]",13,0,2,0,0.0
0,0.0009787201415747404,35,0,0.29433199763298035,"(4126.0, 4500.0]",9,0,0,0,1.0
0,0.027753910049796104,56,0,562.9586181640625,nan,14,0,3,0,0.0
0,0.03633606806397438,48,1,0.446521520614624,"(3454.5, 3833.0]",8,0,1,0,0.0
0,0.4232042133808136,58,0,1117.792236328125,nan,6,1,1,0,0.0
0,0.24426665902137756,76,0,0.09911642223596573,"(14250.0, 208333.0]",9,0,0,0,0.0
0,0.2825619876384735,55,0,0.687049925327301,"(1288.0, 2083.0]",12,0,2,0,7.0
0,0.9999997615814209,55,0,0.3206864893436432,"(3454.5, 3833.0]",8,0,0,0,1.0
0,0.9999997615814209,50,6,0.4014418423175812,"(6864.0, 7500.0]",13,0,0,0,0.0
0,0.07758030295372009,63,0,0.049764715135097504,"(10016.0, 11600.0]",9,0,0,0,0.0
0,0.3795680105686188,48,0,0.7374318242073059,"(2550.0, 3000.0]",7,0,0,0,0.0
0,0.45772111415863037,59,0,6.154979228973389,"(-0.001, 1288.0]",6,0,0,0,0.0
0,0.39213278889656067,59,0,1.6445043087005615,nan,5,0,1,0,0.0
0,0.2679462432861328,65,0,0.08227042853832245,"(2550.0, 3000.0]",4,0,0,0,0.0
0,0.2753108739852905,44,1,64.12061309814453,"(-0.001, 1288.0]",5,0,1,0,1.0
